X,Y,OBJECTID,cdsCode,schoolID,district,name,addr,city,zip,openDate,charter,docType,socType,gsOffered,shrtName,priv
-117.080493609917,32.5847093353911,772,37683956939177,100087,South Bay Union Elementary,Ocean View Christian Academy,2460 Palm Avenue,San Diego,92154,1980/07/01 00:00:00+00,N,Elementary School District,Private,K-12,Ocean View Christian,Y
-117.094657005899,32.5803689182422,773,37683956975692,100088,South Bay Union Elementary,St. Charles Elementary,929 18th Street,San Diego,92154,1980/07/01 00:00:00+00,N,Elementary School District,Private,K-8,St Charles,Y
-116.976350564797,32.6205096653582,774,37684116939169,100089,Sweetwater Union High,Mater Dei Catholic High School,1615 Mater Dei Drive,Chula Vista,91913,1980/07/01 00:00:00+00,N,High School District,Private,9-12,Mater Dei,Y
-117.04505756398,32.5577205387575,775,37683796975593,100090,San Ysidro Elementary,Our Lady of Mount Carmel School,4141 Beyer Boulevard,San Ysidro,92173,1980/07/01 00:00:00+00,N,Elementary School District,Private,K-8,Our Lady Mt Carmel,Y
-116.928068080888,32.8137840487519,776,37679916975767,100091,Cajon Valley Union Elementary,Saint Kieran Catholic School,1347 Camillo Way,El Cajon,92021,1980/07/01 00:00:00+00,N,Elementary School District,Private,K-8,St Kieran,Y
-116.996549794391,33.2566310756232,777,37756146953160,100092,Valley Center-Pauma Unified,Pine Glen Academy,15519 Villa Sierra Road,Valley Center,92082,1980/07/01 00:00:00+00,N,Unified School District,Private,1-12,Pine Glen,Y
-117.06341534905,33.1440448193428,778,37680987093594,100094,Escondido Union Elementary,Kings Academy,1717 East Lincoln Avenue,Escondido,92027,1980/07/01 00:00:00+00,N,Elementary School District,Private,K-12,Kings Academy,Y
-117.105902905486,33.1393287168865,779,37681066975445,100095,Escondido Union High,Escondido Adventist Academy,1301 Deodar Road,Escondido,92026,1980/07/01 00:00:00+00,N,Elementary School District,Private,K-12,Escondido Adventist,Y
-117.05888609294,33.1137944278884,780,37680986975437,100096,Escondido Union Elementary,Escondido Christian School,923 Idaho Avenue,Escondido,92025,1980/07/01 00:00:00+00,N,Elementary School District,Private,K-12,Escondido Christian,Y
-117.072986674548,33.1116666751314,781,37680986975791,100097,Escondido Union Elementary,St. Mary School,130 East 13th Avenue,Escondido,92025,1980/07/01 00:00:00+00,N,Elementary School District,Private,K-8,St Marys,Y
-117.254196988405,33.0764016620347,782,37680807077332,100098,Encinitas Union Elementary,La Costa Valley Preschool and Kindergarten,2276 Calle Barcelona,Carlsbad,92009,1980/07/01 00:00:00+00,N,Elementary School District,Private,K,La Costa Valley,Y
-117.059289886413,32.9954927929482,783,37682966975833,100099,Poway Unified,St. Michael's School,15542 Pomerado Road,Poway,92064,1980/07/01 00:00:00+00,N,Unified School District,Private,K-8,St Michaels,Y
-117.055931526796,32.9948929810602,784,37682967072259,100100,Poway Unified,Country Montessori School of Poway,12642 Monte Vista Road,Poway,92064,1980/07/01 00:00:00+00,N,Unified School District,Private,K-5,Country Montessori,Y
-117.215796020638,32.8782540901233,785,37683386939045,100102,San Diego Unified,La Jolla Country Day School,9490 Genesee Avenue,La Jolla,92037,1980/07/01 00:00:00+00,N,Unified School District,Private,K-12,La Jolla Country Day,Y
-116.99553237957,32.7979565942273,786,37681307100290,100103,Grossmont Union High,Foothills Christian High School,2321 Dryden Road,El Cajon,92020,1980/07/01 00:00:00+00,N,High School District,Private,9-12,Foothills Christian,Y
-117.228546696844,32.9339330188869,787,37680566907877,100104,Del Mar Union Elementary,San Diego Jewish Academy,11860 Carmel Creek Road,San Diego,92130,1980/07/01 00:00:00+00,N,Elementary School District,Private,K-12,SD Jewish Academy,Y
-117.252527388535,33.1968282161262,788,37684526975726,100106,Vista Unified,St. Francis of Assisi,525 West Vista Way,Vista,92083,1980/07/01 00:00:00+00,N,Unified School District,Private,K-8,St Francis,Y
-117.256786409678,33.1996698104774,789,37684526975973,100107,Vista Unified,Vista Christian,290 North Melrose Drive,Vista,92083,1980/07/01 00:00:00+00,N,Unified School District,Private,K-8,Vista Christian,Y
-117.281036671831,33.1920776505471,790,37684526987002,100109,Vista Unified,Tri-City Christian Schools,302 North Emerald Drive,Vista,92083,1980/07/01 00:00:00+00,N,Unified School District,Private,K-12,Tri-City Christian,Y
-117.348697898736,33.1896888123984,791,37735697090327,100110,Oceanside Unified,Oceanside Adventist Elementary,1943 California Street,Oceanside,92054,1980/07/01 00:00:00+00,N,Unified School District,Private,K-8,Oceanside Adventist,Y
-117.00659466613,32.773235578269,792,37681976206205,100111,La Mesa-Spring Valley,Warren-Walker School/La Mesa,5150 Wilson Street,La Mesa,91942,2005/05/24 00:00:00+00,N,Elementary School District,Private,K-8,Warren-Walker LM,Y
-117.130419203767,32.9169407110039,793,37683386910194,100112,San Diego Unified,Christ the Cornerstone Lutheran Academy,9028 Westmore Road,San Diego,92126,1980/07/01 00:00:00+00,N,Unified School District,Private,K-5,Cornerstone,Y
-117.25292636773,33.0208627509332,794,37680807051352,100115,Encinitas Union Elementary,Encinitas Country Day School,3616 Manchester Avenue,Encinitas,92024,1980/07/01 00:00:00+00,N,Elementary School District,Private,K-8,Encinitas Country,Y
-117.246069050413,33.1082054257417,795,37681146204689,100116,Fallbrook Union Elementary,Grace Academy,2731 Abedul Street,Carlsbad,92009,2012/09/01 00:00:00+00,N,Elementary School District,Private,1-12,Grace Academy,Y
-117.199855541943,32.9602374583884,796,37683466939458,100118,San Dieguito Union High,Cathedral Catholic High School,5555 Del Mar Heights Road,San Diego,92130,1980/07/01 00:00:00+00,N,High School District,Private,9-12,Cathedral,Y
-117.250519735496,33.383461792767,797,37681146132880,100119,Fallbrook Union Elementary,Alpha and Omega Academy,135 East Ivy Street,Fallbrook,92028,2007/08/02 00:00:00+00,N,Elementary School District,Private,K-12,AlphaOmega,Y
-117.128617778999,32.7550534053527,798,37683386918072,100120,San Diego Unified,Children's Creative and Performing Arts Academy,3051 El Cajon Boulevard,San Diego,92104,1980/07/01 00:00:00+00,N,Unified School District,Private,K-12,Childrens CPA,Y
-117.145918494433,32.8088194119392,799,37683386133128,100121,San Diego Unified,Le Lycée Français de San Diego,8401 Aero Drive,San Diego,92117,2007/08/02 00:00:00+00,N,Unified School District,Private,K-8,English French,Y
-117.228828392652,33.3291447383418,800,37681146131742,100122,Fallbrook Union Elementary,Family Education Academy,3501 Secluded Lane,Fallbrook,92028,2006/07/13 00:00:00+00,N,Elementary School District,Private,K-12,Family Ed,Y
-117.272314873464,32.838864497311,801,37683386988166,100123,San Diego Unified,"Gillispie School, The",7380 Girard Avenue,La Jolla,92037,1980/07/01 00:00:00+00,N,Unified School District,Private,K-6,Gillispie School,Y
-116.998122395929,32.7869014556406,802,37681976927636,100125,La Mesa-Spring Valley,Mt. Helix Academy,5955 Severin Drive,La Mesa,91942,1980/07/01 00:00:00+00,N,Elementary School District,Private,K-8,Mt Helix Academy,Y
-117.220844240297,32.9423172539241,803,37680566143622,100126,Del Mar Union Elementary,Notre Dame Academy,4345 Del Mar Trails Road,San Diego,92130,2012/07/20 00:00:00+00,N,Elementary School District,Private,K-8,Notre Dame Academy,Y
-117.249675521992,33.123021456629,804,37735516133680,100127,Carlsbad Unified,Pacific Ridge School,6269 El Fuerte Street,Carlsbad,92009,2008/11/10 00:00:00+00,N,Unified School District,Private,7-12,Pacific Ridge,Y
-117.081216836764,33.1069157219488,805,37680986965511,100128,Escondido Union Elementary,Grace Christian School,643 West 13th Avenue,Escondido,92025,1980/07/01 00:00:00+00,N,Elementary School District,Private,K-8,Grace Lutheran,Y
-117.229570965219,33.3761786048431,806,37681146954648,100129,Fallbrook Union Elementary,Zion Christian School,1405 East Fallbrook Street,Fallbrook,92028,1980/07/01 00:00:00+00,N,Elementary School District,Private,K-5,Zion Christian,Y
-117.159312271369,32.7455316392974,807,37683380110809,100131,San Diego Unified,"Comprehensive Ed Svs, DBA: Aces Academy",3715 6th Avenue,San Diego,92103,2005/04/06 00:00:00+00,N,Unified School District,Private,1-12,Aces,Y
-117.184667967052,32.8040854174064,808,37683386139455,100132,San Diego Unified,Southern California Yeshiva High School,3410 Mt. Acadia Boulevard,San Diego,92111,2010/03/02 00:00:00+00,N,Unified School District,Private,9-12,Yeshiva,Y
-117.018640775613,32.7991102035819,809,37683386992994,100133,San Diego Unified,Sierra School Of San Diego,6460 Boulder Lake Avenue,San Diego,92119,1980/07/01 00:00:00+00,N,Unified School District,Private,1-12,Sierra School,Y
-117.147788090085,32.7513400359726,810,37683386975270,100134,San Diego Unified,Aseltine School,4027 Normal Street,San Diego,92103,1980/07/01 00:00:00+00,N,Unified School District,Private,K-12,Aseltine,Y
-117.121090001703,32.8963229312638,811,37683386987960,100135,San Diego Unified,Children's Workshop,9524 Kearny Villa Rd.,San Diego,92126,1980/07/01 00:00:00+00,N,Unified School District,Private,K-12,Childrens Workshop,Y
-117.141186987378,32.7678714635763,812,37683387079817,100136,San Diego Unified,Cook Education Center,2255 Camino del Rio South,San Diego,92108,1980/07/01 00:00:00+00,N,Unified School District,Private,K-12,Cook,Y
-117.141186987378,32.7678714635763,813,37683387078165,100137,San Diego Unified,Urban Skills Center,2225 Camino del Rio South,San Diego,92108,1980/07/01 00:00:00+00,N,Unified School District,Private,12,Urban Skills,Y
-117.096410323211,32.7862214227354,814,37683386997969,100139,San Diego Unified,Sam and Rose Stein Education Center,6145 Decena Drive,San Diego,92120,1980/07/01 00:00:00+00,N,Unified School District,Private,K-12,Stein Center,Y
-117.086370676693,32.6474268814223,815,37680236138150,100141,Chula Vista Elementary,South Bay Christian Academy,395 D Street,Chula Vista,91910,2009/04/28 00:00:00+00,N,Elementary School District,Private,K-12,South Bay Christian,Y
-117.205714328146,33.1470468462657,816,37737917090244,100145,San Marcos Unified,Saint Joseph Academy,500 Las Flores Drive,San Marcos,92078,1980/07/01 00:00:00+00,N,Unified School District,Private,K-12,St Joseph,Y
-117.094041609639,32.7002154910859,817,37683387008212,100146,San Diego Unified,Mt. Erie Christian Academy,504 S 47th St,San Diego,92113,1980/07/01 00:00:00+00,N,Unified School District,Private,K-6,Mt Erie Christian,Y
-117.006770746295,32.6415965430426,818,37684116939136,100148,Sweetwater Union High,Victory Christian Academy,810 Buena Vista Way,Chula Vista,91910,2010/09/01 00:00:00+00,N,High School District,Private,9-12,Lutheran High,Y
-116.856919882059,33.0478459726765,819,37683046138689,100149,Ramona Unified,Ramona Faith Academy,25152 E Old Julian Hwy,Ramona,92065,2010/09/01 00:00:00+00,N,Unified School District,Private,1-12,Ramona Faith,Y
-117.017990334365,32.9261020861381,820,37682966138820,100150,Poway Unified,St. Gregory the Great Catholic School,15315 Stonebridge Parkway,San Diego,92131,2009/09/01 00:00:00+00,N,Unified School District,Private,K-8,St Gregory,Y
-117.264366767042,33.0282194515648,821,37684526138929,100151,Vista Unified,Village Gate Children's Academy,1613 Lake Drive,Encinitas,92024,2010/09/01 00:00:00+00,N,Unified School District,Private,K-8,Village Gate,Y
-117.051584269394,32.6501830883958,822,37680236139638,100152,Chula Vista Elementary,Bonita Learning Academy,3368 Bonita Road,Chula Vista,91910,2011/09/01 00:00:00+00,N,Elementary School District,Private,K,Bonita Learning,Y
-117.222078743898,33.1058318156309,823,37680986140925,100154,San Marcos Unified,Calvary Preparatory Academy,1740 La Costa Meadows Rd. STE 105,Escondido,92026,2011/09/01 00:00:00+00,N,Unified School District,Private,K-12,Calvary Online,Y
-117.21333328955,32.9924696472002,824,37683466139570,100156,San Dieguito Union High,High Bluff Academy,"5531 Cancha De Golf, Suite 202",Rancho Santa Fe,92091,2011/09/01 00:00:00+00,N,High School District,Private,9-12,High Bluff,Y
-117.286478744018,33.1130824302762,825,37735516141469,100160,Carlsbad Unified,Redeemer by the Sea Lutheran Kindergarten and Preschool,6604 Black Rail Road,Carlsbad,92011,2011/09/01 00:00:00+00,N,Unified School District,Private,K,Redeemer,Y
-117.081807899377,32.7243255047362,826,37683386939433,100161,San Diego Unified,Tabernacle Christian Academy,1765 Pentecost Way,San Diego,92105,2011/09/01 00:00:00+00,N,Unified School District,Private,K-12,Tabernacle Christian,Y
-117.051444391849,32.6343864641904,827,37680236142301,100162,Chula Vista Elementary,Montessori Explorer,271 East J Street,Chula Vista,91910,2012/07/01 00:00:00+00,N,Elementary School District,Private,K-6,Montessori Explorer,Y
-117.086592616437,32.6376082654556,828,37680236132906,100165,Chula Vista Elementary,Berean Bible Baptist Academy,345 Fifth Avenue,Chula Vista,91914,2013/07/01 00:00:00+00,N,Elementary School District,Private,K-12,BBBA,Y
-117.164837535192,32.9919050940663,829,37682966144059,100166,Poway Unified,Lifetime Montessori School,14727 Camino de la Luna,San Diego,92127,2013/07/01 00:00:00+00,N,Unified School District,Private,K-6,Lifetime Montessori,Y
-117.209316997906,32.8251780043916,830,37683386996045,100168,San Diego Unified,Maria Montessori School,4544 Pocahontas Avenue,San Diego,92117,1980/07/01 00:00:00+00,N,Unified School District,Private,K-8,Maria Montessori,Y
-117.128478400837,32.951897555609,831,37682966132922,100170,Poway Unified,The Cambridge School,12855 Black Mountain Road,San Diego,92129,2007/08/02 00:00:00+00,N,Unified School District,Private,K-12,Cambridge,Y
-117.245903415397,33.1680989658622,832,37684526147797,100176,Vista Unified,Big Tree Little Preschool Kindergarten,1600 Buena Vista Drive,Vista,92081,2016/01/04 00:00:00+00,N,Unified School District,Private,K,Big Tree Little,Y
-117.374004745756,33.2194110778942,833,37735696147912,100181,Oceanside Unified,Sacred Woven Circle Academy,1034 Capistrano Dr.,Oceanside,92058,2014/05/01 00:00:00+00,N,Unified School District,Private,K-12,Sacred Woven Circle,Y
-117.371920793441,33.189087252212,834,37735696975817,100184,Oceanside Unified,St. Mary Star of the Sea Elementary,515 Wiconsin Avenue,Oceanside,92054,1980/07/01 00:00:00+00,N,Unified School District,Private,K-8,St Mary Star,Y
-117.164551882292,33.4052122520525,835,37681146130959,100185,Fallbrook Union Elementary,Canyon Ridge Christian Prep,1200 Old Highway 395,Fallbrook,92028,2004/09/01 00:00:00+00,N,Elementary School District,Private,K-11,Canyon Ridge,Y
-117.223853196252,33.1054361435473,836,37737917095144,100187,San Marcos Unified,Discovery Isle Child Development Center,"1655 South Ranch Santa Fe Road, Suite 101",San Marcos,92078,2010/09/01 00:00:00+00,N,Unified School District,Private,K,Discovery Isle SM,Y
-117.175720670387,33.0450338287892,837,37683466200687,100190,San Dieguito Union High,Cal Coast Academy,18029 Pacifica Ranch Drive,Rancho Santa Fe,92091,2004/08/12 00:00:00+00,N,High School District,Private,6-12,Cal Coast,Y
-117.031703653107,32.7692737542407,838,37681976965552,100192,La Mesa-Spring Valley,St. Martin of Tours Academy,7708 El Cajon Boulevard,La Mesa,91942,1980/07/01 00:00:00+00,N,Elementary School District,Private,K-8,St Martin,Y
-117.26057300048,32.9805593574696,839,37683466205041,100193,San Dieguito Union High,Fusion Academy Solana Beach,"512 Via de la Valle, Suite 201",Solana Beach,92075,2004/08/12 00:00:00+00,N,High School District,Private,6-12,Fusion,Y
-117.228701738511,32.9575569044017,840,37683876905061,100194,Solana Beach Elementary,Del Mar Pines School,3975 Torrington Street,San Diego,92130,1980/07/01 00:00:00+00,N,Elementary School District,Private,K-6,Del Mar Pines,Y
-117.148829448031,32.9057387919916,841,37683386920722,100197,San Diego Unified,Good Shepherd Catholic School,8160 Gold Coast Drive,San Diego,92126,1980/07/01 00:00:00+00,N,Unified School District,Private,K-8,Good Shepherd,Y
-117.088207142924,32.7918735327728,842,37683387008048,100198,San Diego Unified,Grace Christian Schools-Mission Valley Christian Fellowship,6536 Estrella Avenue,San Diego,92120,1980/07/01 00:00:00+00,N,Unified School District,Private,K-12,Grace Christian,Y
-117.04978700327,32.7418089279191,843,37683386141774,100200,San Diego Unified,Brookshire International Academy,6926 Federal Blvd,Lemon Grove,91945,2011/09/01 00:00:00+00,N,Unified School District,Private,9-12,Brookshire,Y
-117.059092396829,32.7102083963759,844,37683386148894,100203,San Diego Unified,Beta-Selam Academy,6429 Imperial Avenue,San Diego,92114,2016/01/04 00:00:00+00,N,Unified School District,Private,1-12,Beta-Selam Academy,Y
-117.005271451954,32.6499545353931,845,37680236149223,100205,Chula Vista Elementary,Mindful Montessori School,625 Otay Lakes Rd. Building 1,Chula Vista,91913,2016/01/04 00:00:00+00,N,Elementary School District,Private,K-6,Mindful Montessori,Y
-117.055165986406,32.615950780997,846,37680236975866,100207,Chula Vista Elementary,St. Pius X,37 East Emerson St.,Chula Vista,91911,1980/07/01 00:00:00+00,N,Elementary School District,Private,K-8,St Pius X,Y
-116.903091198588,32.8010622757966,847,37681306938849,100211,Grossmont Union High,Christian Junior/Senior High School,2100 Greenfield Drive,El Cajon,92019,1980/07/01 00:00:00+00,N,High School District,Private,7-12,Christian,Y
-117.208670137218,32.7436522158162,848,37683386975684,100212,San Diego Unified,Saint Charles Borromeo Academy,2808 Cadiz Street,San Diego,92110,1980/07/01 00:00:00+00,N,Unified School District,Private,K-8,St Charles Borromeo,Y
-117.065526445851,32.9494302355904,849,37682960127308,100214,Poway Unified,The Koonings Center,12271 Oak Knoll Road,Poway,92064,2013/07/01 00:00:00+00,N,Unified School District,Private,K-8,Koonings,Y
-117.271374831761,33.0448481252215,850,37680806140081,100215,Encinitas Union Elementary,Saint John School,1003 Encinitas Boulevard,Encinitas,92024,2011/03/21 00:00:00+00,N,Elementary School District,Private,K-8,St John E,Y
-117.094098095153,32.6789672540707,851,37682216146260,100219,National Elementary,Bethel Academy,1200 East 8th Street,National City,91950,2016/01/04 00:00:00+00,N,Elementary School District,Private,K-4,Bethel Academy,Y
-117.002751783127,32.749071995542,852,37681306206270,100222,Grossmont Union High,Fred Finch Youth Center,"3845 Spring Drive, Room 18",Spring Valley,91977,2016/01/04 00:00:00+00,N,High School District,Private,6-12,Fred Finch,Y
-117.177569436305,32.7710047223642,853,37683386987770,100231,San Diego Unified,Francis Parker School,6501 Linda Vista Road,San Diego,92111,1980/07/01 00:00:00+00,N,Unified School District,Private,K-12,Francis Parker,Y
-117.251774530303,32.7341763689576,854,37683386991319,100232,San Diego Unified,Warren-Walker School,4605 Point Loma Avenue,San Diego,92107,1980/07/01 00:00:00+00,N,Unified School District,Private,K-5,Warren-Walker PL,Y
-117.142668252617,32.7118217823612,855,37683386966071,100233,San Diego Unified,Our Lady's School,"650 24th Street,",San Diego,92102,1980/07/01 00:00:00+00,N,Unified School District,Private,K-8,Our Ladys 2,Y
-117.176433254028,32.7542755719043,856,37683386987770,100319,San Diego Unified,Francis Parker School,4201 Randolph Street,San Diego,92103,1980/07/01 00:00:00+00,N,Unified School District,Private,K-5,Francis Parker Elem,Y
-117.145233914656,32.7037335952417,857,37683386966071,100320,San Diego Unified,Our Lady's School,1770 Kearney Avenue,San Diego,92113,1980/07/01 00:00:00+00,N,Unified School District,Private,K-8,Our Ladys 1,Y
-117.123666658286,33.133614505797,858,37737916136477,100239,San Marcos Unified,North County Christian School,"711 Center Drive, Suite 105-316",San Marcos,92069,2013/07/01 00:00:00+00,N,Unified School District,Private,1-12,NC Christian,Y
-117.323284503573,33.1209882497035,859,37735517017098,100246,Carlsbad Unified,Futures Academy - Carlsbad,705 Palomar Airport Road,Carlsbad,92011,2013/07/01 00:00:00+00,N,Unified School District,Private,6-12,Halstrom Academy,Y
-117.217779471348,32.7319825097494,860,37683380131565,767,San Diego Unified,High Tech Elementary,2150 Cushing Road,San Diego,92106,2015/08/24 00:00:00+00,Y,Unified School District,Elementary Schools (Public),K-5,High Tech Elem,N
-117.186550086003,32.9583044294438,861,37683460131649,768,San Dieguito Union High,Pacific Trails Middle,5975 Village Center Loop Road,San Diego,92130,2015/08/25 00:00:00+00,N,High School District,Intermediate/Middle Schools (Public),7-8,Pacific Trails Mid,N
-117.192283696524,32.9658755712365,862,37683870129049,769,Solana Beach Elementary,Solana Ranch Elementary,13605 Pacific Highlands Ranch Parkway,San Diego,92130,2014/08/25 00:00:00+00,N,Elementary School District,Elementary Schools (Public),K-6,Solana Ranch Elem,N
-117.122442232276,33.0176489383975,863,37682960129056,770,Poway Unified,Design 39 Campus,17050 Del Sur Ridge Road,San Diego,92127,2014/08/21 00:00:00+00,N,Unified School District,Elementary Schools (Public),K-8,Design 39 Campus,N
-116.977003780055,32.6204574416139,864,37680236150312,100247,Chula Vista Elementary,Mater Dei Juan Diego Academy,1615 Mater Dei Drive,Chula Vista,91913,2015/10/14 00:00:00+00,N,Elementary School District,Private,K-4,Mater Dei JDA,Y
-117.318719942658,33.1192873859469,865,37735516153001,100256,Carlsbad Unified,"Accelerated Academics, Inc.","6120 Paseo Del Norte, Suite L1",Carlsbad,92011,2017/08/02 00:00:00+00,N,Unified School District,Private,K-12,Accelerated Acad,Y
-117.081460658076,33.0951927308242,866,37680987077357,100257,Escondido Union,Balboa School,855 Brotherton Road,Escondido,92025,2017/10/01 00:00:00+00,N,Elementary School District,Private,1-12,Balboa School,Y
-117.07911970044,32.6182381850446,867,37680237095854,100259,Chula Vista Elementary,Christian Elementary South Bay,"482 ""L"" Street",Chula Vista,91911,2017/10/01 00:00:00+00,N,Elementary School District,Private,K-8,Christian Elem SB,Y
-117.246159222432,32.7454315299966,868,37683380127811,100261,San Diego Unified,Community School of San Diego,4764 Santa Monica Avenue,San Diego,92107,2013/04/01 00:00:00+00,N,Unified School District,Private,K-12,CS of SD,Y
-117.246669806334,32.7462308971832,869,37683380133421,100262,San Diego Unified,Community School of San Diego High School,1984 Sunset Cliffs Boulevard,San Diego,92107,2017/10/01 00:00:00+00,N,Unified School District,Private,9-12,CS of SD HS,Y
-117.185868528932,32.8518019854062,870,37683386151690,100264,San Diego Unified,Fusion Academy & Learning Center University City,"5060 Shoreham Place, Suite 130",San Diego,92122,2016/07/19 00:00:00+00,N,Unified School District,Private,6-12,Fusion Acad UC,Y
-117.220319522108,33.1618994955151,871,37684526153555,100267,Vista Unified,Kid's Town Montessori School,867 Sycamore Avenue,Vista,92081,2017/10/12 00:00:00+00,N,Unified School District,Private,K-6,Kid's Town,Y
-117.025197383013,32.7190120488499,872,37682056146047,100268,Lemon Grove,Lighthouse Christian Academy,1345 Skyline Drive,Lemon Grove,91945,2017/10/01 00:00:00+00,N,Elementary School District,Private,K-12,Lighthouse Christian,Y
-117.172226062846,32.8278925359913,873,37683386984587,100273,San Diego Unified,Reformation Lutheran Church and School,4670 Mount Abernathy Ave.,San Diego,92117,1980/07/01 00:00:00+00,N,Unified School District,Private, ,Reformation Lutheran,Y
-117.20361761283,32.7554687656644,874,26102640124990,775,Mono County Office of Education,Urban Corps of San Diego County Charter,3127 Jefferson Street,San Diego,92110,2011/09/06 00:00:00+00,Y,County Office of Education (COE),High Schools (Public),9-12,Urban Corps of SD,N
-117.180084429925,32.769534503523,875,37103710135202,778,San Diego County Office of Education,HOPE Infant-Toddler Special Education,6401 Linda Vista Road,San Diego,92111,2016/07/01 00:00:00+00,N,County Office of Education (COE),Preschool,P,HOPE I-T SE,N
-117.317391879432,33.2323423390303,876,37103710136085,779,San Diego County Office of Education,Scholarship Prep - Oceanside,4070 Mission Avenue,Oceanside,92057,2017/08/29 00:00:00+00,Y,County Office of Education (COE),Elementary Schools (Public),K-8,Scholarship Prep,N
-116.382907432363,33.2649785360778,877,37679830134890,783,Borrego Springs Unified,San Diego Workforce Innovation High,"2 Euclid Avenue, Suite A",Borrego Springs,92004,2016/09/01 00:00:00+00,Y,Unified School District,High Schools (Public),9-12,San Diego WIH,N
-116.953804222595,32.7960919406139,878,37679910136176,786,Cajon Valley Union,Empower,165 Roanoke Road,El Cajon,92020,2017/08/16 00:00:00+00,N,Elementary School District,Special Education Schools (Public),K-8,Empower,N
-116.992477404376,32.6149784112006,879,37680230135277,789,Chula Vista Elementary,Muraoka (Saburo) Elementary,1644 Santa Alexia Avenue,Chula Vista,91915,2017/07/19 00:00:00+00,N,Elementary School District,Elementary Schools (Public),P-6,Muraoka (Saburo),N
-117.0301319195,32.9399160391352,880,37680490136416,792,Dehesa Elementary,Pacific Coast Academy,13915 Danielson Street #103,Poway,92064,2017/07/01 00:00:00+00,N,Elementary School District,K-12 Schools (Public),K-12,Pacific Coast Acad,N
-117.088618628529,33.1313225612708,881,37681063730025,798,Escondido Union High,Escondido Adult,220 West Crest,Escondido,92025,1980/07/01 00:00:00+00,N,High School District,Adult Education Centers,Adult,Escondido Adult,N
-117.253950721348,33.3771220541728,882,37681140133967,800,Fallbrook Union Elementary,Mike Choate Early Childhood Education Center,407 South Mission Road,Fallbrook,92028,2016/07/21 00:00:00+00,N,Elementary School District,Preschool,P,Mike Choate ECEC,N
-116.924257226022,32.7970444313345,883,37681303730199,803,Grossmont Union High,Foothills Adult Education Center,1550 Melody Lane,El Cajon,92019,1980/07/01 00:00:00+00,N,High School District,Adult Education Centers,Adult,Foothills AEC,N
-116.947100417802,32.7999108127859,884,37681303730249,804,Grossmont Union High,El Cajon Adult Center,1075 East Madison Avenue,El Cajon,92021,1980/07/01 00:00:00+00,N,High School District,Adult Education Centers,Adult,El Cajon AC,N
-116.925135274386,32.7301246797649,885,37681303730256,805,Grossmont Union High,Steele Canyon Adult Center,12440 Campo Road,Spring Valley,91978,1980/07/01 00:00:00+00,N,High School District,Adult Education Centers,Adult,Steele Canyon AC,N
-116.924257226022,32.7970444313345,886,37681303732419,806,Grossmont Union High,Grossmont Adult,1550 Melody Lane,El Cajon,92019,1980/07/01 00:00:00+00,N,High School District,Adult Education Centers,Adult,Grossmont Adult,N
-116.988758259812,32.7500140034588,887,37681970134155,812,La Mesa-Spring Valley,Spring Valley Academy,3900 Conrad Drive,Spring Valley,91977,2016/08/16 00:00:00+00,N,Elementary School District,Elementary Schools (Public),4-8,Spring Valley Acad,N
-117.012809979539,32.7560442533822,888,37681970136408,813,La Mesa-Spring Valley,Sparrow Academy,4207 Spring Gardens Road,La Mesa,91941,2017/08/22 00:00:00+00,Y,Elementary School District,Elementary Schools (Public),K-8,NUA Sparrow,N
-117.035779371591,32.9788002597684,889,37682963735834,818,Poway Unified,Poway Adult,13626 Twin Peaks Road,Poway,92064,1980/07/01 00:00:00+00,N,Unified School District,Adult Education Centers,Adult,Poway Adult,N
-116.863589424318,33.0392698735523,890,37683043730900,820,Ramona City Unified,Ramona Adult,720 Ninth Street,Ramona,92065,1993/07/01 00:00:00+00,N,Unified School District,Adult Education Centers,Adult,Ramona Adult,N
-117.152161803773,32.7142175390309,891,37683380135913,823,San Diego Unified,Urban Discovery Academy Charter,840 14th Street,San Diego,92101,2017/07/01 00:00:00+00,Y,Unified School District,K-12 Schools (Public),K-12,Urban Discovery 2,N
-117.092646926494,32.7037265653662,892,37683383730280,824,San Diego Unified,San Diego Adult,4777 Imperial Avenue Room 407,San Diego,92113,1980/07/01 00:00:00+00,N,Unified School District,Adult Education Centers,Adult,San Diego Adult,N
-117.06198049718,32.5854684782494,893,37684113730132,833,Sweetwater Union High,Montgomery Adult,3240 Palm Avenue,San Diego,92154,1980/07/01 00:00:00+00,N,High School District,Adult Education Centers,Adult,Montgomery Adult,N
-117.041335094086,32.5593002293711,894,37684113731106,834,Sweetwater Union High,San Ysidro Adult Education Center,4220 Otay Mesa Road,San Ysidro,92173,1998/01/01 00:00:00+00,N,High School District,Adult Education Centers,Adult,San Ysidro AEC,N
-117.074617683469,32.6146786918865,895,37684113731171,835,Sweetwater Union High,Chula Vista Adult,1034 Fourth Avenue,Chula Vista,91911,1998/12/21 00:00:00+00,N,High School District,Adult Education Centers,Adult,Chula Vista Adult,N
-117.107278590796,32.6612334081418,896,37684113738184,836,Sweetwater Union High,National City Adult,517 West 24th Street,National City,91950,1980/07/01 00:00:00+00,N,High School District,Adult Education Centers,Adult,National City Adult,N
